screen_or_class,file,line,control_type,visible_text,visible_icon,callback,function,enable_disable,input_validation,loading_state,success_state,error_state,empty_state,repeat_press_guard,idempotent,duplicate_send_risk,duplicate_control,empty_or_placeholder_callback,reachable,verification_status
ChatDrawer,lib/widgets/chat_drawer.dart,541,TextField,,,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
FacebookSettingsForm,lib/widgets/facebook_settings_form.dart,107,TextField,,vpn_key,onChanged=(val) => controller.fbUserToken.value = val.trim(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
FacebookSettingsForm,lib/widgets/facebook_settings_form.dart,135,ElevatedButton,,,onPressed=controller.isFetchingFbPages.value,راجع callback عند file:line,conditional/null,manual/unknown,present,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
FacebookSettingsForm,lib/widgets/facebook_settings_form.dart,237,ElevatedButton,تحديد ونشر عليها 🔌,,onPressed=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
MediaActionBar,lib/widgets/media_action_bar.dart,53,InkWell,,,onTap=action.isEnabled ? () => onAction(action) : null,راجع callback عند file:line,conditional/null,manual/unknown,present,not proven,not proven,not proven,possible,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ModernVideoBubbleState,lib/widgets/modern_video_bubble.dart,330,GestureDetector,,,onTap=_onVideoTap,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ModernVideoBubbleState,lib/widgets/modern_video_bubble.dart,728,Slider,,,onChanged=(value) {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ModernVideoBubbleState,lib/widgets/modern_video_bubble.dart,759,GestureDetector,,volume_up_rounded,onTap=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ModernVideoBubbleState,lib/widgets/modern_video_bubble.dart,797,GestureDetector,,,onTap=onTap,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
RecommendationPanel,lib/widgets/recommendation_panel.dart,56,InkWell,$labelPrefix ${(content as String).length > 25 ? ,,onTap=() => onItemTap(item),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ScenarioDisplayWidget,lib/widgets/scenario_display_widget.dart,48,IconButton,,copy_rounded,onPressed=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,present,present,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ScenarioDisplayWidget,lib/widgets/scenario_display_widget.dart,149,IconButton,,play_circle_fill_rounded,onPressed=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,present,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
SocialProfileDashboard,lib/widgets/social/social_profile_dashboard.dart,107,TextButton,إعادة المحاولة,,onPressed=() => controller.loadProfile(platform,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_StandardProviderFormState,lib/widgets/standard_provider_form.dart,51,InkWell,للحصول على مفتاح جديد لـ ${widget.providerType.displayName}، اضغط هنا.,vpn_key,onTap=() => launchUrl(Uri.parse(widget.providerType.dashboardUrl!)),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_StandardProviderFormState,lib/widgets/standard_provider_form.dart,121,IconButton,,refresh,onPressed=() =>,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_StandardProviderFormState,lib/widgets/standard_provider_form.dart,154,InkWell,,arrow_forward_ios,onTap=onTap,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_StandardProviderFormState,lib/widgets/standard_provider_form.dart,344,TextField,,visibility,onPressed=() =>,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_StandardProviderFormState,lib/widgets/standard_provider_form.dart,371,IconButton,,visibility,onPressed=() =>,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_StandardProviderFormState,lib/widgets/standard_provider_form.dart,393,TextField,,,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_StandardProviderFormState,lib/widgets/standard_provider_form.dart,435,TextField,,,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_StandardProviderFormState,lib/widgets/standard_provider_form.dart,468,ElevatedButton,حفظ وتأكيد,,onPressed=() async {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
TikTokSettingsForm,lib/widgets/tiktok_settings_form.dart,109,TextButton,إنشاء حساب مطور,,onPressed=() =>,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
TikTokSettingsForm,lib/widgets/tiktok_settings_form.dart,141,TextButton,احصل على Token,,onPressed=() => _launchURL(,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
TikTokSettingsForm,lib/widgets/tiktok_settings_form.dart,317,TextField,,,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
TikTokSettingsForm,lib/widgets/tiktok_settings_form.dart,350,TextField,,alternate_email,onChanged=(val) => controller.tiktokUsername.value = val.trim(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
TikTokSettingsForm,lib/widgets/tiktok_settings_form.dart,377,ElevatedButton,حسناً,,onPressed=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,present,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
TikTokVideoWidget,lib/widgets/tiktok_video_widget.dart,47,GestureDetector,#${video.trendingPosition} RISING,play_arrow_rounded,onTap=_openTikTok,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,present,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
TikTokVideoWidget,lib/widgets/tiktok_video_widget.dart,259,InkWell,,,onTap=onTap,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
TikTokVideoWidget,lib/widgets/tiktok_video_widget.dart,288,InkWell,,,onTap=onTap,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
SmartButton,lib/widgets/ui_kit/custom_widgets.dart,45,ElevatedButton,,,onPressed=isLoading ? null : onPressed,راجع callback عند file:line,conditional/null,manual/unknown,present,not proven,not proven,not proven,possible,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
SmartTextField,lib/widgets/ui_kit/custom_widgets.dart,102,SmartTextField,,,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
SmartTextField,lib/widgets/ui_kit/custom_widgets.dart,132,TextFormField,,,onChanged=onChanged,راجع callback عند file:line,conditional/null,validator,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_SmartCardState,lib/widgets/ui_kit/smart_card.dart,53,GestureDetector,,,onTap=widget.onTap,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_VideoFullScreenViewerState,lib/widgets/video_full_screen_viewer.dart,101,GestureDetector,,,onTap=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_VideoFullScreenViewerState,lib/widgets/video_full_screen_viewer.dart,125,IconButton,,arrow_back_ios,onPressed=() => Get.back(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_VideoFullScreenViewerState,lib/widgets/video_full_screen_viewer.dart,135,IconButton,,download_rounded,onPressed=_isSaving ? null : _saveVideo,راجع callback عند file:line,conditional/null,manual/unknown,present,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
YoutubeSettingsForm,lib/widgets/youtube_settings_form.dart,88,TextField,,alternate_email,onChanged=(val) => controller.youtubeHandle.value = val.trim(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
YoutubeSettingsForm,lib/widgets/youtube_settings_form.dart,115,ElevatedButton,حسناً,,onPressed=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,present,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
